Settlement Main,Settlement Alt,Area (alt-map resource sheet),Sub-Area (alt-map resource sheet),Region Code Main,Region Code Alt,Official Area,Resource Sheet Area,order,Comment,Landscape,Climates,offset,Fertility,Port level,Riverport,Irrigation,Earthquakes (not used yet),complete,Hidden resources,comment,rss done,,,,Item,Hidden resource
Gizama,,,,Gauzanitis,,Mesopotamia,,23,Last Cut,,,,,,,,,,#N/A,,,,,,,
Ninos,Ninos,Mesopotamia,Assyria,Ninawa,Ninawa,Mesopotamia,Mesopotamia,22,,River Valley,Mediterranean,-1,9,No port,Yes,River,No,OK,"Farm9, river_valley, mediterranean, rivertrade, irrigation_river",,,,,,,
Karrhai,Karrhai,Mesopotamia,Assyria,Kharranu,Kharranu,Mesopotamia,Mesopotamia,22,,Steppe,Mediterranean,1,7,No port,No,Oasis,No,OK,"Farm7, steppe, mediterranean, irrigation_oasis",,,,,,,
Europos,,,,Euphratike_Kyrrhestike,,Mesopotamia,,22,Last Cut,,,,,,,,,,#N/A,,,,,,,
Barsita,Barsita,Mesopotamia,South Babylonia,Barsip,Barsip,Mesopotamia,Mesopotamia,22,Last Cut,,,,,,,,,,#N/A,,,,,,,
Opis,Opis,Mesopotamia,Northern Babylonia,Upija,Upija,Mesopotamia,Mesopotamia,22,Last Cut,,,,,,,,,,#N/A,,,,,,,
,Choutha,Mesopotamia,South Babylonia,,Mese_Mesopotamia,Mesopotamia,Mesopotamia,22,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Arimara,Arimara,Levant,Syria,Anatolike_Chalybonitis,Anatolike_Chalybonitis,Mesopotamia,Levant,17,Wrong Area,Steppe,Hot Semi-arid,1,7,No port,No,River,No,OK,"Farm7, steppe, hot_semi_arid, irrigation_river",,,,,,,
Anthemousias,Anthemousias,Mesopotamia,Assyria,Anthemousia,Anthemousia,Mesopotamia,Mesopotamia,22,,Steppe,Mediterranean,0,6,No port,No,River,No,OK,"Farm6, steppe, mediterranean, irrigation_river",,,,,,,
,Kaphrena,Levant,Syria,,Hesperos_Osrhoene,Mesopotamia,Levant,17,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Anatho,,,,Hesperos_Ankobaritis,,Mesopotamia,,22,Last Cut,,,,,,,,,,#N/A,,,,,,,
Aphadana,,,,Kato_Chaboras,,Mesopotamia,,22,Last Cut,,,,,,,,,,#N/A,,,,,,,
,Saura,Persia,Central Persia,,Boreia_Elymais,Mesopotamia,Persia,23,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Thelme,,,,Dytike_Apolloniatis,,Mesopotamia,,22,Missing in Alt,Floodplains/Delta,Hot Semi-arid,-1,11,No port,Yes,River,No,OK,"Farm11, floodplains_delta, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
Sittake,Sittake,Mesopotamia,South Babylonia,Boreia_Sittakene,Boreia_Sittakene,Mesopotamia,Mesopotamia,22,,Wetlands/Swamps/Marshes,Hot Semi-arid,2,6,No port,No,River,No,OK,"Farm6, wetlands, hot_semi_arid, irrigation_river",,,,,,,
Antiocheia-Sittakene,Antiocheia-Sittakene,Mesopotamia,South Babylonia,Hesperos_Sittakene,Hesperos_Sittakene,Mesopotamia,Mesopotamia,22,Last Cut,,,,,,,,,,#N/A,,,,,,,
Balagala,,,,Kauchabenia,,Mesopotamia,,22,Missing in Alt,Desert,Arid,1,4,No port,Yes,River,No,OK,"Farm4, desert, arid, rivertrade, irrigation_river",,,,,,,
Reganna,,,,Aisitaia,,Mesopotamia,,22,Missing in Alt,Desert,Arid,0,1,No port,No,No,No,OK,"Farm1, desert, arid",,,,,,,
Rhambaion Kome,Rhambaion Kome,Levant,Syria,Rhambaia,Rhambaia,Mesopotamia,Levant,17,Wrong Area,Desert,Arid,0,1,No port,No,Aquifer,No,OK,"Farm1, desert, arid, irrigation_aquifer",,,,,,,
Korsote,Korsote,Mesopotamia,Northern Babylonia,Maskas,Maskas,Mesopotamia,Mesopotamia,22,Last Cut,,,,,,,,,,#N/A,,,,,,,
Zeugma-Tigris,Zeugma-Tigris,Mesopotamia,Assyria,Mesos_Tigris,Mesos_Tigris,Mesopotamia,Mesopotamia,22,Last Cut,,,,,,,,,,#N/A,,,,,,,
Seleukeia-Erythtreia,Seleukeia-Erythtreia,Arabia,Gherran Coast,Paralia_Chaldaia,Paralia_Chaldaia,Mesopotamia,Arabia,20,Wrong Area,Desert,Arid,1,4,Shipwright,Yes,River,No,OK,"Farm4, desert, arid, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Charmande,Charmande,Mesopotamia,Northern Babylonia,Eremikos_Euphrates,Eremikos_Euphrates,Mesopotamia,Mesopotamia,22,,Desert,Arid,2,5,No port,Yes,River,No,OK,"Farm5, desert, arid, rivertrade, irrigation_river",,,,,,,
Ichnai,Ichnai,Mesopotamia,Assyria,Anatolike_Osrhoene,Anatolike_Osrhoene,Mesopotamia,Mesopotamia,22,,Steppe,Dry Sub-tropical,0,6,No port,No,River,No,OK,"Farm6, steppe, dry_sub_tropical, irrigation_river",,,,,,,
Sandrakai,Sandrakai,Mesopotamia,Northern Babylonia,Artakene,Artakene,Mesopotamia,Mesopotamia,22,,Steppe,Hot Semi-arid,0,6,No port,Yes,River,Yes,OK,"Farm6, steppe, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
Birande,Birande,Mesopotamia,Northern Babylonia,Chaldaia,Chaldaia,Mesopotamia,Mesopotamia,22,,Desert,Arid,0,3,No port,No,Oasis,No,OK,"Farm3, desert, arid, irrigation_oasis",,,,,,,
Teredon,Teredon,Arabia,Gherran Coast,Notia_Charakene,Strophades,Mesopotamia,Arabia,20,New Name Change,Wetlands/Swamps/Marshes,Arid,1,4,Shipwright,Yes,River,No,OK,"Farm4, wetlands, arid, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Thapsakos,Thapsakos,Levant,Syria,Palaia_Zeugma,Palaia_Zeugma,Mesopotamia,Levant,17,Wrong Area,River Valley,Hot Semi-arid,-2,8,No port,Yes,River,No,OK,"Farm8, river_valley, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
PERSIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekbatana,Ekbatana,Persia,Central Persia,Media,Media,Persia,Persia,23,,Plateau,Dry Sub-tropical,1,6,No port,No,River,Yes,OK,"Farm6, plateau, dry_sub_tropical, irrigation_river",,,,,,,
Europos-Rhagai,Europos-Rhagai,Persia,Central Persia,Rhagiane,Rhagiane,Persia,Persia,23,,Mountain Valley,Cold Semi-arid,1,8,No port,No,River,Yes,OK,"Farm8, mountain_valley, cold_semi_arid, irrigation_river",,,,,,,
Zadrakarta,Zadrakarta,Persia,East Persia,Boreia_Hyrkania,Boreia_Hyrkania,Persia,Persia,23,,River Valley,Dry Sub-tropical,-1,9,Shipwright,No,River,Yes,OK,"Farm9, river_valley, dry_sub_tropical, base_port_level_2, irrigation_river",,,,,,,
Hekatompylos,Hekatompylos,Persia,East Persia,Parthia,Parthia,Persia,Persia,23,,Desert,Hot Semi-arid,2,4,No port,No,Aquifer,Yes,OK,"Farm4, desert, hot_semi_arid, irrigation_aquifer",,,,,,,
Persepolis,Persepolis,Persia,Central Persia,Persia,Persia,Persia,Persia,23,,Plateau,Cold Semi-arid,1,6,Trade Port,No,River,Yes,OK,"Farm6, plateau, cold_semi_arid, base_port_level_1, irrigation_river",,,,,,,
Alexandreia-Karmania,Alexandreia-Karmania,Persia,East Persia,Karmania,Karmania,Persia,Persia,23,,Plateau,Hot Semi-arid,2,5,No port,No,Aquifer,No,OK,"Farm5, plateau, hot_semi_arid, irrigation_aquifer",,,,,,,
Antiocheia-Margiane,Antiocheia-Margiane,Persia,East Persia,Margiane,Margiane,Persia,Persia,23,,River Valley,Cold Semi-arid,0,10,No port,No,River,Yes,OK,"Farm10, river_valley, cold_semi_arid, irrigation_river",,,,,,,
Alexandreia-Ariane,Alexandreia-Ariane,Persia,East Persia,Ariane,Ariane,Persia,Persia,23,,Mountains,Dry Sub-tropical,2,6,No port,No,River,Yes,OK,"Farm6, mountains, dry_sub_tropical, irrigation_river",,,,,,,
Prophthasia,Prophthasia,Persia,East Persia,Anaouon,Anaouon,Persia,Persia,23,,Desert,Arid,1,4,No port,No,River,No,OK,"Farm4, desert, arid, irrigation_river",,,,,,,
Poura,Poura,India,South India,Gedrosia,Gedrosia,Persia,India,25,Wrong Area,Desert,Arid,1,2,Trade Port,No,Aquifer,Yes,OK,"Farm2, desert, arid, base_port_level_1, irrigation_aquifer",,,,,,,
Alexandreia-Arachosia,Alexandreia-Arachosia,India,South India,Arachosia,Arachosia,Persia,India,25,Wrong Area,Mountain Valley,Arid,-2,4,No port,No,River,Yes,OK,"Farm4, mountain_valley, arid, irrigation_river",,,,,,,
Gabai,Gabai,Persia,Central Persia,Paraitakene,Paraitakene,Persia,Persia,23,,Plateau,Hot Semi-arid,0,5,No port,No,River,No,OK,"Farm5, plateau, hot_semi_arid, irrigation_river",,,,,,,
,Artakana,Persia,East Persia,,Tabikene,Persia,Persia,23,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Sousia,Sousia,Persia,East Persia,Hesperos_Ariane,Hesperos_Ariane,Persia,Persia,23,,Mountain Valley,Cold Semi-arid,-1,6,No port,No,River,Yes,OK,"Farm6, mountain_valley, cold_semi_arid, irrigation_river",,,,,,,
,Antiocheia-Persis,Persia,Central Persia,Taokene,Maitoria,Persia,Persia,23,Name Change,Desert,Arid,0,3,Shipwright,No,Oasis,Yes,OK,"Farm3, desert, arid, base_port_level_2, irrigation_oasis",,,,,,,
,Harmozia,Persia,East Persia,,Karmanon_Akroterion,Persia,Persia,23,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Kyropolis-Kadousia,,,,Kadousia,,Persia,,23,Missing in Alt,Mountain Valley,Mediterranean,0,7,Trade Port,No,River,Yes,OK,"Farm7, mountain_valley, mediterranean, base_port_level_1, irrigation_river",,,,,,,
,Arachotos,India,Central India,Eoritia,Eoritia,Persia,India,25,Wrong Area,Mountains,Cold Semi-arid,0,4,No port,No,Aquifer,Yes,OK,"Farm4, mountains, cold_semi_arid, irrigation_aquifer",,,,,,,
Apameia-Rhagiane,Apameia-Rhagiane,Persia,Central Persia,Choarene,Choarene,Persia,Persia,23,,Mountain Valley,Hot Semi-arid,0,7,No port,No,River,Yes,OK,"Farm7, mountain_valley, hot_semi_arid, irrigation_river",,,,,,,
,Zranka,Persia,East Persia,,Tatakene,Persia,Persia,23,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Pasargadai,Pasargadai,Persia,Central Persia,Pasargadaia,Pasargadaia,Persia,Persia,23,,Mountain Valley,Cold Semi-arid,0,7,No port,No,River,No,OK,"Farm7, mountain_valley, cold_semi_arid, irrigation_river",,,,,,,
Antiocheia-Media,,,,Syromedia,,Persia,,23,Missing in Alt,Mountains,Continental,1,5,No port,No,River,Yes,OK,"Farm5, mountains, continental, irrigation_river",,,,,,,
Choana,Choana,Persia,Central Persia,Sigrianike,Sigrianike,Persia,Persia,23,,Desert,Arid,1,2,No port,No,Aquifer,Yes,OK,"Farm2, desert, arid, irrigation_aquifer",,,,,,,
Tagai,Tagai,Persia,East Persia,Komisene,Komisene,Persia,Persia,23,,Hills,Hot Semi-arid,0,4,No port,No,Aquifer,Yes,OK,"Farm4, hills, hot_semi_arid, irrigation_aquifer",,,,,,,
Amardion Kome,,,,Amardokaia-Anariakaia,,Persia,,23,Missing in Alt,Forest,Mediterranean,1,7,Needs Harbour,No,River,Yes,OK,"Farm7, forest, mediterranean, base_port_level_0, irrigation_river",,,,,,,
Sirynx-Tambrax,Sirynx-Tambrax,Persia,Central Persia,Hyrkania,Hyrkania,Persia,Persia,23,,Mountain Valley,Dry Sub-tropical,1,8,Trade Port,No,River,Yes,OK,"Farm8, mountain_valley, dry_sub_tropical, base_port_level_1, irrigation_river",,,,,,,
Apauarktike,Apauarktike,Persia,East Persia,Apauarktikene,Apauarktikene,Persia,Persia,23,,Steppe,Hot Semi-arid,2,6,No port,No,Aquifer,Yes,OK,"Farm6, steppe, hot_semi_arid, irrigation_aquifer",,,,,,,
,Bagistana,Persia,West Persia,,Kambadene,Persia,Persia,23,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
,Konkobar,Persia,Central Persia,,Ano_Media,Persia,Persia,23,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Kapouta,,,,Matiane,,Persia,,23,Missing in Alt,Mountains,Continental,1,5,No port,No,River,Yes,OK,"Farm5, mountains, continental, irrigation_river",,,,,,,
Alexandria-Drangiane,,,,Drangiane,,Persia,,23,Missing in Alt,Desert,Arid,1,4,No port,No,River,No,OK,"Farm4, desert, arid, irrigation_river",,,,,,,
Rhagaia,,,,Sobidaia,,Persia,,23,Last Cut,,,,,,,,,,#N/A,,,,,,,
,Sinike,Persia,East Persia,,Anatolike_Hyrkania,Persia,Persia,23,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Adrapana,Adrapana,Persia,West Persia,Sagartia,Sagartia,Persia,Persia,23,,Mountains,Continental,0,4,No port,No,No,Yes,OK,"Farm4, mountains, continental",,,,,,,
Derbikon Taphai,,,,Derbikia,,Persia,,23,Missing in Alt,Steppe,Arid,0,3,Needs Harbour,No,Aquifer,Yes,OK,"Farm3, steppe, arid, base_port_level_0, irrigation_aquifer",,,,,,,
Zetis,,,,Notia_Karmania,,Persia,,23,Missing in Alt,Hills,Arid,1,4,Shipwright,No,No,Yes,OK,"Farm4, hills, arid, base_port_level_2",,,,,,,
Achaia Polis,,,,Mese_Ariane,,Persia,,23,Missing in Alt,Hills,Cold Semi-arid,0,6,No port,No,River,Yes,OK,"Farm6, hills, cold_semi_arid, irrigation_river",,,,,,,
Tapyron Kome,,,,Tapyria,,Persia,,23,Missing in Alt,Mountains,Cold Semi-arid,0,4,No port,No,River,Yes,OK,"Farm4, mountains, cold_semi_arid, irrigation_river",,,,,,,
Anariake,Anariake,Persia,West Persia,Anariakaia,Anariakaia,Persia,Persia,23,Last Cut,,,,,,,,,,#N/A,,,,,,,
Ouxion Kome,Ouxion Kome,Persia,West Persia,Ouxiana,Ouxiana,Persia,Persia,23,,Mountains,Temperate,0,5,No port,No,River,Yes,OK,"Farm5, mountains, temperate, irrigation_river",,,,,,,
Kyrtion Kome,Kyrtion Kome,Persia,West Persia,Kyrtia,Kyrtia,Persia,Persia,23,,Mountains,Cold Semi-arid,0,4,No port,No,Aquifer,Yes,OK,"Farm4, mountains, cold_semi_arid, irrigation_aquifer",,,,,,,
BACTRIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Ortospana,Ortospana,India,North India,Paropamisadai,Paropamisadai,Bactria,India,25,Wrong Area,Mountains,Cold Semi-arid,1,5,No port,No,Springs,Yes,OK,"Farm5, mountains, cold_semi_arid, irrigation_springs",,,,,,,
Baktra-Zariaspa,Baktra-Zariaspa,Steppes,Bactria,Baktriane,Baktriane,Bactria,Bactria,24,,Floodplains/Delta,Cold Semi-arid,-1,11,No port,No,River,Yes,OK,"Farm11, floodplains_delta, cold_semi_arid, irrigation_river",,,,,,,
Baktra Basileion,Baktra Basileion,Steppes,Bactria,Anatolike_Baktriane,Anatolike_Baktriane,Bactria,Bactria,24,,Mountains,Continental,1,5,No port,No,River,Yes,OK,"Farm5, mountains, continental, irrigation_river",,,,,,,
Marakanda,Marakanda,Steppes,Bactria,Sogdiane,Sogdiane,Bactria,Bactria,24,,River Valley,Dry Sub-tropical,1,11,No port,No,River,Yes,OK,"Farm11, river_valley, dry_sub_tropical, irrigation_river",,,,,,,
Antiocheia-Skythia,Antiocheia-Skythia,Steppes,Bactria,Iaxartes,Iaxartes,Bactria,Bactria,24,,Mountain Valley,Dry Sub-tropical,1,8,No port,Yes,River,Yes,OK,"Farm8, mountain_valley, dry_sub_tropical, rivertrade, irrigation_river",,,,,,,
Peukelaotis,Peukelaotis,India,North India,Gandaritis,Gandaritis,Bactria,India,25,Wrong Area,Mountain Valley,Dry Sub-tropical,2,9,No port,No,River,No,OK,"Farm9, mountain_valley, dry_sub_tropical, irrigation_river",,,,,,,
Massaga,Massaga,India,North India,Hesperos_Assakenia,Hesperos_Assakenia,Bactria,India,25,Wrong Area,Mountains,Mediterranean,-1,4,No port,No,No,Yes,OK,"Farm4, mountains, mediterranean",,,,,,,
Nagara-Nysa,Nagara-Nysa,India,North India,Gouraia,Gouraia,Bactria,India,25,Wrong Area,Mountain Valley,Hot Semi-arid,-1,6,No port,No,River,Yes,OK,"Farm6, mountain_valley, hot_semi_arid, irrigation_river",,,,,,,
Alexandreia-Kaukasia,Alexandreia-Kaukasia,India,North India,Kapisene,Kapisene,Bactria,India,25,Wrong Area,Mountains,Cold Semi-arid,2,6,No port,No,River,Yes,OK,"Farm6, mountains, cold_semi_arid, irrigation_river",,,,,,,
Trybaktra,Trybaktra,Steppes,eastern steppes,Anatolike_Chorasmene,Anatolike_Chorasmene,Bactria,East steppes,26,Wrong Area,Floodplains/Delta,Cold Semi-arid,-2,10,No port,No,River,Yes,OK,"Farm10, floodplains_delta, cold_semi_arid, irrigation_river",,,,,,,
Darapsa,Darapsa,Steppes,Bactria,Darapsia,Darapsia,Bactria,Bactria,24,,Mountain Valley,Continental,0,6,No port,No,River,Yes,OK,"Farm6, mountain_valley, continental, irrigation_river",,,,,,,
Oxeiana,Oxeiana,Steppes,Bactria,Mardyenia,Mardyenia,Bactria,Bactria,24,,Floodplains/Delta,Cold Semi-arid,0,12,No port,Yes,River,Yes,OK,"Farm12, floodplains_delta, cold_semi_arid, rivertrade, irrigation_river",,,,,,,
Kyropolis,Kyropolis,Steppes,Bactria,Kyreschata,Kyreschata,Bactria,Bactria,24,,Mountains,Cold Semi-arid,0,4,No port,No,No,Yes,OK,"Farm4, mountains, cold_semi_arid",,,,,,,
Nautaka,Nautaka,Steppes,Bactria,Anatolike_Sogdiane,Anatolike_Sogdiane,Bactria,Bactria,24,,Mountain Valley,Mediterranean,0,7,No port,No,River,Yes,OK,"Farm7, mountain_valley, mediterranean, irrigation_river",,,,,,,
Aornos-Embolima,Aornos-Embolima,India,North India,Anatolike_Assakenia,Anatolike_Assakenia,Bactria,India,25,Wrong Area,Mountains,Mediterranean,-1,4,No port,No,No,Yes,OK,"Farm4, mountains, mediterranean",,,,,,,
Bazira-Ora,Bazira-Ora,India,North India,Assakenia,Assakenia,Bactria,India,25,Wrong Area,Mountain Valley,Humid Sub-tropical,0,7,No port,No,River,Yes,OK,"Farm7, mountain_valley, humid_sub_tropical, irrigation_river",,,,,,,
Marouka,Marouka,Steppes,Bactria,Oxos,Oxos,Bactria,Bactria,24,,Mountain Valley,Cold Semi-arid,1,8,No port,Yes,River,Yes,OK,"Farm8, mountain_valley, cold_semi_arid, rivertrade, irrigation_river",,,,,,,
Arigaion,Arigaion,India,North India,Aspasia,Aspasia,Bactria,India,25,Wrong Area,Mountain Valley,Hot Semi-arid,0,7,No port,Yes,River,Yes,OK,"Farm7, mountain_valley, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
Indikomordana,Indikomordana,Steppes,Bactria,Boreia_Baktriane,Boreia_Baktriane,Bactria,Bactria,24,,Mountain Valley,Dry Sub-tropical,1,8,No port,No,River,Yes,OK,"Farm8, mountain_valley, dry_sub_tropical, irrigation_river",,,,,,,
Alexandreia-Oxeiane,Alexandreia-Oxeiane,Steppes,Bactria,Oxeiane,Oxeiane,Bactria,Bactria,24,,Hills,Continental,1,6,No port,No,Aquifer,Yes,OK,"Farm6, hills, continental, irrigation_aquifer",,,,,,,
Aornos-Baktria,Aornos-Baktria,Steppes,Bactria,Ano_Baktriane,Ano_Baktriane,Bactria,Bactria,24,,Mountains,Continental,0,4,No port,No,Aquifer,Yes,OK,"Farm4, mountains, continental, irrigation_aquifer",,,,,,,
INDIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxila,Taxila,India,North India,Arsa,Arsa,India,India,25,,Plateau,Dry Sub-tropical,2,7,No port,Yes,River,Yes,OK,"Farm7, plateau, dry_sub_tropical, rivertrade, irrigation_river",,,,,,,
Alexandreia-Indos,Alexandreia-Indos,India,Central India,Indos,Indos,India,India,25,,Floodplains/Delta,Arid,0,11,No port,Yes,River,No,OK,"Farm11, floodplains_delta, arid, rivertrade, irrigation_river",,,,,,,
Patala,Patala,India,South India,Patalene,Patalene,India,India,25,,Wetlands/Swamps/Marshes,Hot Semi-arid,2,6,Dockyard,Yes,River,Yes,OK,"Farm6, wetlands, hot_semi_arid, base_port_level_3, rivertrade, irrigation_river",,,,,,,
Sibopolis,Sibopolis,India,North India,Sibia,Sibia,India,India,25,,Floodplains/Delta,Hot Semi-arid,-1,11,No port,Yes,River,No,OK,"Farm11, floodplains_delta, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
Alexandreia-Boukephala,Alexandreia-Boukephala,India,North India,Pandoouia,Pandoouia,India,India,25,,River Valley,Dry Sub-tropical,0,10,No port,Yes,River,Yes,OK,"Farm10, river_valley, dry_sub_tropical, rivertrade, irrigation_river",,,,,,,
Alexandreia-Oreitaia,Alexandreia-Oreitaia,India,South India,Oreitaia,Oreitaia,India,India,25,,Mountain Valley,Arid,0,4,Trade Port,No,Aquifer,No,OK,"Farm4, mountain_valley, arid, base_port_level_1, irrigation_aquifer",,,,,,,
Sindomana,Sindomana,India,South India,Samboia,Samboia,India,India,25,,River Valley,Arid,-1,8,No port,Yes,River,No,OK,"Farm8, river_valley, arid, rivertrade, irrigation_river",,,,,,,
Kaspeira,Kaspeira,India,Central India,Kaspeiraia,Kaspeiraia,India,India,25,,Grassland,Hot Semi-arid,0,9,No port,Yes,River,No,OK,"Farm9, grassland, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
Nikaia-Hydaspes,Nikaia-Hydaspes,India,North India,Hydaspes,Hydaspes,India,India,25,,Grassland,Monsoon,0,9,No port,Yes,River,No,OK,"Farm9, grassland, monsoon, rivertrade, irrigation_river",,,,,,,
Sopeithopolis,Sopeithopolis,India,North India,Sopeitheia,Sopeitheia,India,India,25,,Floodplains/Delta,Dry Sub-tropical,-2,10,No port,No,River,No,OK,"Farm10, floodplains_delta, dry_sub_tropical, irrigation_river",,,,,,,
Glausaiopolis,Glausaiopolis,India,North India,Glausaia,Glausaia,India,India,25,,River Valley,Monsoon,-1,9,No port,No,River,Yes,OK,"Farm9, river_valley, monsoon, irrigation_river",,,,,,,
Audoumbara,Audoumbara,India,North India,Audoumbaria,Audoumbaria,India,India,25,,Forest,Monsoon,0,6,No port,No,River,Yes,OK,"Farm6, forest, monsoon, irrigation_river",,,,,,,
Pimprama,Pimprama,India,North India,Adraistaia,Adraistaia,India,India,25,,Forest,Monsoon,1,7,No port,No,River,No,OK,"Farm7, forest, monsoon, irrigation_river",,,,,,,
Sangala,Sangala,India,North India,Kathaia,Kathaia,India,India,25,,Floodplains/Delta,Monsoon,-2,10,No port,Yes,River,No,OK,"Farm10, floodplains_delta, monsoon, rivertrade, irrigation_river",,,,,,,
Agalassopolis,Agalassopolis,India,Central India,Agalassia,Agalassia,India,India,25,,Floodplains/Delta,Dry Sub-tropical,0,12,No port,No,River,No,OK,"Farm12, floodplains_delta, dry_sub_tropical, irrigation_river",,,,,,,
Amakatis,Amakatis,India,North India,Sydrakaia,Sydrakaia,India,India,25,,Floodplains/Delta,Dry Sub-tropical,-1,11,No port,Yes,River,No,OK,"Farm11, floodplains_delta, dry_sub_tropical, rivertrade, irrigation_river",,,,,,,
Malliopolis,Malliopolis,India,Central India,Mallia,Mallia,India,India,25,,Floodplains/Delta,Hot Semi-arid,1,13,No port,Yes,River,No,OK,"Farm13, floodplains_delta, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
Abastaniopolis,Abastaniopolis,India,Central India,Abastania,Abastania,India,India,25,,Wetlands/Swamps/Marshes,Hot Semi-arid,2,6,No port,Yes,River,No,OK,"Farm6, wetlands, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
Kounindapolis,Kounindapolis,India,North India,Kounindia,Kounindia,India,India,25,,Forest,Monsoon,1,7,No port,No,River,Yes,OK,"Farm7, forest, monsoon, irrigation_river",,,,,,,
Alexandreia-Sogdia,Alexandreia-Sogdia,India,South India,Sogdia-Indos,Sogdia-Indos,India,India,25,,Floodplains/Delta,Arid,-1,10,No port,Yes,River,No,OK,"Farm10, floodplains_delta, arid, rivertrade, irrigation_river",,,,,,,
,Kodrana,India,South India,,Hesperos_India,India,India,25,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Antachara,Antachara,India,South India,Chatriaia,Chatriaia,India,India,25,,Desert,Arid,1,2,No port,Yes,No,No,OK,"Farm2, desert, arid, rivertrade",,,,,,,
Aristobathra,Aristobathra,India,South India,Mousikania,Mousikania,India,India,25,,Floodplains/Delta,Arid,1,12,No port,Yes,River,No,OK,"Farm12, floodplains_delta, arid, rivertrade, irrigation_river",,,,,,,
Binagara,Binagara,India,South India,Portikania,Portikania,India,India,25,,Floodplains/Delta,Hot Semi-arid,1,13,No port,Yes,River,No,OK,"Farm13, floodplains_delta, hot_semi_arid, rivertrade, irrigation_river",,,,,,,
Bardaxema,Bardaxema,India,South India,Syrastrene,Syrastrene,India,India,25,,Steppe,Arid,0,5,Trade Port,No,River,No,OK,"Farm5, steppe, arid, base_port_level_1, irrigation_river","fishing port is inland, on current map",,,,,,
Sambalake,Sambalake,India,South India,Prasiake,Prasiake,India,India,25,Last Cut,,,,,,,,,,#N/A,,,,,,,
Batankaissara,Batankaissara,India,Central India,Daitichaia,Daitichaia,India,India,25,Last Cut,,,,,,,,,,#N/A,,,,,,,
Persakra,Persakra,India,Central India,Anichaia,Anichaia,India,India,25,Last Cut,,,,,,,,,,#N/A,,,,,,,
Sydros,Sydros,India,South India,Abiria,Abiria,India,India,25,Last Cut,,,,,,,,,,#N/A,,,,,,,
Alexandrou Limen,Alexandrou Limen,India,South India,Arbiesia,Arbiesia,India,India,25,,Hills,Hot Semi-arid,0,4,Shipwright,No,No,No,OK,"Farm4, hills, hot_semi_arid, base_port_level_2",,,,,,,
Kokala,Kokala,India,South India,Notia_Oreitaia,Notia_Oreitaia,India,India,25,Last Cut,,,,,,,,,,#N/A,,,,,,,
The Road to Methora,The Road to Methora,India,South India,The_Road_to_Methora,The_Road_to_Methora,India,India,25,,Forest,Monsoon,1,7,No port,Yes,River,No,OK,"Farm7, forest, monsoon, rivertrade, irrigation_river",,,,,,,
The Road to Palibothra,The Road to Palibothra,India,North India,The_Road_to_Palibothra,The_Road_to_Palibothra,India,India,25,,Forest,Monsoon,0,6,No port,No,River,No,OK,"Farm6, forest, monsoon, irrigation_river",,,,,,,
EAST STEPPES,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorasmia,Chorasmia,Steppes,eastern steppes,Chorasmene,Chorasmene,East Steppes,East Steppes,26,,Floodplains/Delta,Arid,-2,9,No port,No,River,No,OK,"Farm9, floodplains_delta, arid, irrigation_river",,,,,,,
Nisa,Nisa,Persia,East Persia,Nisaia,Nisaia,East Steppes,Persia,23,Wrong Area,Steppe,Hot Semi-arid,2,6,No port,No,Aquifer,Yes,OK,"Farm6, steppe, hot_semi_arid, irrigation_aquifer",,,,,,,
Tsats,Tsats,Steppes,eastern steppes,Tsatsene,Tsatsene,East Steppes,East Steppes,26,,Grassland,Continental,0,8,No port,No,River,No,OK,"Farm8, grassland, continental, irrigation_river",,,,,,,
Talats,Talats,Steppes,eastern steppes,Talatsia,Talatsia,East Steppes,East Steppes,26,Last Cut,,,,,,,,,,#N/A,REBORDER,,,,,,
Sakon Taphai,Sakon Taphai,Steppes,eastern steppes,Sakaia,Sakaia,East Steppes,East Steppes,26,,Mountain Valley,Cold Semi-arid,0,7,No port,No,River,No,OK,"Farm7, mountain_valley, cold_semi_arid, irrigation_river",,,,,,,
